,bathrooms,bedrooms,garage,location,other,price,title
8629,2,3,1,piet-louw-street,"[u'1', u'Access Gate', u'Elec. Fencing', u'BIC', u'15 Palala Piet Louw Street', u'Marietjie Prinsloo']",R 1 365 000,Simplex in Die Wilgers
8630,2,4,2,209-kokkewiet-street,"[u'2', u'Alarm', u'Pool', u'Patio', u'Clubhouse', u'209 Kokkewiet Street']",R 1 370 000,House in Silverton
8631,2,3,2,31-oppiebult-31-plettenberg-street,"[u'2', u'Alarm', u'Pool', u'Paving', u'Pantry', u'31 Oppiebult 31 - Plettenberg Street', u'Christie van Heerden']",R 1 380 000,Townhouse in Faerie Glen
8632,2,3,2,glen-road,"[u'2', u'Access Gate', u'Patio', u'24 Antigua Glen Road', u'Marietjie Prinsloo']",R 1 395 000,House in Equestria
8633,3,3,1,stellanie,"[u'1', u'Pets', u'63 Forest Weaver Stellanie', u'Melain Fourie']",R 1 399 000,Townhouse in Willow Park Manor
8634,2,3,2,1-glen-road,"[u'2', u'Alarm', u'Elec. Fencing', u'Security Post', u'BIC', u'1 Outeniqua 1 Glen Road', u'Marietjie Prinsloo']",R 1 420 000,Townhouse in Equestria
8635,2,3,1,255-albertus-street,"[u'1', u'Pantry', u'Mount Grace 255 Albertus Street', u'Alton Mushazhirwa']",R 1 430 000,Townhouse in La Montagne
8636,2,4,2,179-brenda-road,"[u'2', u'Pool', u'Staff Quarters', u'179 Brenda Road', u'Gunter Dockendorf']",R 1 550 000,House in Murrayfield
8637,2.5,4,2,1060-cura-avenue,"[u'2', u'Pets', u'Staff Quarters', u'1060 Cura Avenue', u'Will Labuschagne']",R 1 600 000,Townhouse in Equestria
8638,2,3,2,421-janine-street,"[u'2', u'Pets', u'Access Gate', u'Elec. Fencing', u'Patio', u'17 Willow Mews 421 Janine Street', u'Heleen Matthee']",R 1 650 000,House in Die Wilgers
8639,2,3,Alarm,319-frangipani-street,"[u'Alarm', u'Garden Cott.', u'Patio', u'1 Ss Lamont 319 Frangipani Street', u'Insolvencies']",R 1 650 000,House in La Montagne
8640,2,3,5 Lemon Tree Apartments 141 Albertus Street,141-albertus-street,"[u'5 Lemon Tree Apartments 141 Albertus Street', u'Erna van Nel']",R 1 100 000,Cluster in La Montagne
8641,2,3,1 Lemon Tree Apartments 141 Albertus Street,141-albertus-street,"[u'1 Lemon Tree Apartments 141 Albertus Street', u'Erna van Nel']",R 1 100 000,Cluster in La Montagne
8642,2,3,6388 Soetdoring Erf 3053 394 Petrick Avenue,394-petrick-avenue,"[u'6388 Soetdoring Erf 3053 394 Petrick Avenue', u'Nelis Bezuidenhout']",R 1 170 000,Townhouse in Faerie Glen
8643,1,3,1,374-alfa,"[u'1', u'Pool', u'374 Alfa']",R 1 175 000,House in Silverton
8644,2,3,1,1-furrow-street,"[u'1', u'Access Gate', u'Elec. Fencing', u'BIC', u'Built-in-Braai', u'20 Outeniqua 1 Furrow Street', u'Mariette Myburgh']",R 1 250 000,Townhouse in Equestria
8645,2,3,2,00-ouklipmuur-avenue,"[u'2', u'Pets', u'Access Gate', u'Intercom', u'Patio', u'00 Zamar Place 00 Ouklipmuur Avenue']",R 1 280 000,Simplex in Equestria
8646,1,3,300 Moreletta Street,300-moreletta-street,[u'300 Moreletta Street'],R 1 280 000,House in Silverton
8647,1,3,2,2000-carinus,"[u'2', u'Pets', u'2000 Carinus']",R 1 280 000,House in Meyerspark
8648,2,3,1,1-equestria,"[u'1', u'Pets', u'211 Equestria 1 Equestria', u'Danielle Gerber']",R 1 285 000,Townhouse in Equestria
8649,2,3,1,30-onida-avenue-val-de-grace,"[u'1', u'Access Gate', u'BIC', u'30 Onida Avenue Val De Grace', u'Mhlalikwana Real Estate', u'Mhlalikwana Real Estate', u'Mhlalikwana Real Estate']",R 1 300 000,House in Silverton
8650,1,2,Access Gate,678-farm,"[u'Access Gate', u'Security Post', u'Patio', u'BIC', u'Pretoria Oss Retirement Village 678 Farm']",R 1 300 000,Apartment in Equestria
8651,2,3,1,49-piet-low-street,"[u'1', u'Pets', u'Alarm', u'Access Gate', u'Elec. Fencing', u'49 Piet Low Street', u'Christene Economou', u'Christene Economou', u'Christene Economou']",R 1 345 000,Townhouse in Die Wilgers
8652,2,3,2,650-furrow-road,"[u'2', u'Pets', u'650 Furrow Road']",R 1 350 000,Townhouse in Equestria
8653,2,3,1,piet-louw-street,"[u'1', u'Access Gate', u'Elec. Fencing', u'BIC', u'15 Palala Piet Louw Street', u'Marietjie Prinsloo']",R 1 365 000,Simplex in Die Wilgers
8654,2,4,2,209-kokkewiet-street,"[u'2', u'Alarm', u'Pool', u'Patio', u'Clubhouse', u'209 Kokkewiet Street']",R 1 370 000,House in Silverton
8655,2,3,2,31-oppiebult-31-plettenberg-street,"[u'2', u'Alarm', u'Pool', u'Paving', u'Pantry', u'31 Oppiebult 31 - Plettenberg Street', u'Christie van Heerden']",R 1 380 000,Townhouse in Faerie Glen
8656,2,3,2,glen-road,"[u'2', u'Access Gate', u'Patio', u'24 Antigua Glen Road', u'Marietjie Prinsloo']",R 1 395 000,House in Equestria
8657,3,3,1,stellanie,"[u'1', u'Pets', u'63 Forest Weaver Stellanie', u'Melain Fourie']",R 1 399 000,Townhouse in Willow Park Manor
8658,2,3,2,1-glen-road,"[u'2', u'Alarm', u'Elec. Fencing', u'Security Post', u'BIC', u'1 Outeniqua 1 Glen Road', u'Marietjie Prinsloo']",R 1 420 000,Townhouse in Equestria
8659,2,3,1,255-albertus-street,"[u'1', u'Pantry', u'Mount Grace 255 Albertus Street', u'Alton Mushazhirwa']",R 1 430 000,Townhouse in La Montagne
8660,2,4,2,179-brenda-road,"[u'2', u'Pool', u'Staff Quarters', u'179 Brenda Road', u'Gunter Dockendorf']",R 1 550 000,House in Murrayfield
8661,2.5,4,2,1060-cura-avenue,"[u'2', u'Pets', u'Staff Quarters', u'1060 Cura Avenue', u'Will Labuschagne']",R 1 600 000,Townhouse in Equestria
8662,2,3,2,421-janine-street,"[u'2', u'Pets', u'Access Gate', u'Elec. Fencing', u'Patio', u'17 Willow Mews 421 Janine Street', u'Heleen Matthee']",R 1 650 000,House in Die Wilgers
8663,2,3,Alarm,319-frangipani-street,"[u'Alarm', u'Garden Cott.', u'Patio', u'1 Ss Lamont 319 Frangipani Street', u'Insolvencies']",R 1 650 000,House in La Montagne
8664,2,3,5 Lemon Tree Apartments 141 Albertus Street,141-albertus-street,"[u'5 Lemon Tree Apartments 141 Albertus Street', u'Erna van Nel']",R 1 100 000,Cluster in La Montagne
8665,2,3,1 Lemon Tree Apartments 141 Albertus Street,141-albertus-street,"[u'1 Lemon Tree Apartments 141 Albertus Street', u'Erna van Nel']",R 1 100 000,Cluster in La Montagne
8666,2,3,6388 Soetdoring Erf 3053 394 Petrick Avenue,394-petrick-avenue,"[u'6388 Soetdoring Erf 3053 394 Petrick Avenue', u'Nelis Bezuidenhout']",R 1 170 000,Townhouse in Faerie Glen
8667,1,3,1,374-alfa,"[u'1', u'Pool', u'374 Alfa']",R 1 175 000,House in Silverton
8668,2,3,1,1-furrow-street,"[u'1', u'Access Gate', u'Elec. Fencing', u'BIC', u'Built-in-Braai', u'20 Outeniqua 1 Furrow Street', u'Mariette Myburgh']",R 1 250 000,Townhouse in Equestria
8669,2,3,2,00-ouklipmuur-avenue,"[u'2', u'Pets', u'Access Gate', u'Intercom', u'Patio', u'00 Zamar Place 00 Ouklipmuur Avenue']",R 1 280 000,Simplex in Equestria
8670,1,3,300 Moreletta Street,300-moreletta-street,[u'300 Moreletta Street'],R 1 280 000,House in Silverton
8671,1,3,2,2000-carinus,"[u'2', u'Pets', u'2000 Carinus']",R 1 280 000,House in Meyerspark
8672,2,3,1,1-equestria,"[u'1', u'Pets', u'211 Equestria 1 Equestria', u'Danielle Gerber']",R 1 285 000,Townhouse in Equestria
8673,2,3,1,30-onida-avenue-val-de-grace,"[u'1', u'Access Gate', u'BIC', u'30 Onida Avenue Val De Grace', u'Mhlalikwana Real Estate', u'Mhlalikwana Real Estate', u'Mhlalikwana Real Estate']",R 1 300 000,House in Silverton
8674,1,2,Access Gate,678-farm,"[u'Access Gate', u'Security Post', u'Patio', u'BIC', u'Pretoria Oss Retirement Village 678 Farm']",R 1 300 000,Apartment in Equestria
8675,2,3,1,49-piet-low-street,"[u'1', u'Pets', u'Alarm', u'Access Gate', u'Elec. Fencing', u'49 Piet Low Street', u'Christene Economou', u'Christene Economou', u'Christene Economou']",R 1 345 000,Townhouse in Die Wilgers
8676,2,3,2,650-furrow-road,"[u'2', u'Pets', u'650 Furrow Road']",R 1 350 000,Townhouse in Equestria
8677,2,3,1,piet-louw-street,"[u'1', u'Access Gate', u'Elec. Fencing', u'BIC', u'15 Palala Piet Louw Street', u'Marietjie Prinsloo']",R 1 365 000,Simplex in Die Wilgers
8678,2,4,2,209-kokkewiet-street,"[u'2', u'Alarm', u'Pool', u'Patio', u'Clubhouse', u'209 Kokkewiet Street']",R 1 370 000,House in Silverton
8679,2,3,2,31-oppiebult-31-plettenberg-street,"[u'2', u'Alarm', u'Pool', u'Paving', u'Pantry', u'31 Oppiebult 31 - Plettenberg Street', u'Christie van Heerden']",R 1 380 000,Townhouse in Faerie Glen
8680,2,3,2,glen-road,"[u'2', u'Access Gate', u'Patio', u'24 Antigua Glen Road', u'Marietjie Prinsloo']",R 1 395 000,House in Equestria
8681,3,3,1,stellanie,"[u'1', u'Pets', u'63 Forest Weaver Stellanie', u'Melain Fourie']",R 1 399 000,Townhouse in Willow Park Manor
8682,2,3,2,1-glen-road,"[u'2', u'Alarm', u'Elec. Fencing', u'Security Post', u'BIC', u'1 Outeniqua 1 Glen Road', u'Marietjie Prinsloo']",R 1 420 000,Townhouse in Equestria
8683,2,3,1,255-albertus-street,"[u'1', u'Pantry', u'Mount Grace 255 Albertus Street', u'Alton Mushazhirwa']",R 1 430 000,Townhouse in La Montagne
8684,2,4,2,179-brenda-road,"[u'2', u'Pool', u'Staff Quarters', u'179 Brenda Road', u'Gunter Dockendorf']",R 1 550 000,House in Murrayfield
8685,2.5,4,2,1060-cura-avenue,"[u'2', u'Pets', u'Staff Quarters', u'1060 Cura Avenue', u'Will Labuschagne']",R 1 600 000,Townhouse in Equestria
8686,2,3,2,421-janine-street,"[u'2', u'Pets', u'Access Gate', u'Elec. Fencing', u'Patio', u'17 Willow Mews 421 Janine Street', u'Heleen Matthee']",R 1 650 000,House in Die Wilgers
8687,2,3,Alarm,319-frangipani-street,"[u'Alarm', u'Garden Cott.', u'Patio', u'1 Ss Lamont 319 Frangipani Street', u'Insolvencies']",R 1 650 000,House in La Montagne
8688,2,3,5 Lemon Tree Apartments 141 Albertus Street,141-albertus-street,"[u'5 Lemon Tree Apartments 141 Albertus Street', u'Erna van Nel']",R 1 100 000,Cluster in La Montagne
8689,2,3,1 Lemon Tree Apartments 141 Albertus Street,141-albertus-street,"[u'1 Lemon Tree Apartments 141 Albertus Street', u'Erna van Nel']",R 1 100 000,Cluster in La Montagne
8690,2,3,6388 Soetdoring Erf 3053 394 Petrick Avenue,394-petrick-avenue,"[u'6388 Soetdoring Erf 3053 394 Petrick Avenue', u'Nelis Bezuidenhout']",R 1 170 000,Townhouse in Faerie Glen
8691,1,3,1,374-alfa,"[u'1', u'Pool', u'374 Alfa']",R 1 175 000,House in Silverton
8692,2,3,1,1-furrow-street,"[u'1', u'Access Gate', u'Elec. Fencing', u'BIC', u'Built-in-Braai', u'20 Outeniqua 1 Furrow Street', u'Mariette Myburgh']",R 1 250 000,Townhouse in Equestria
8693,2,3,2,00-ouklipmuur-avenue,"[u'2', u'Pets', u'Access Gate', u'Intercom', u'Patio', u'00 Zamar Place 00 Ouklipmuur Avenue']",R 1 280 000,Simplex in Equestria
8694,1,3,300 Moreletta Street,300-moreletta-street,[u'300 Moreletta Street'],R 1 280 000,House in Silverton
8695,1,3,2,2000-carinus,"[u'2', u'Pets', u'2000 Carinus']",R 1 280 000,House in Meyerspark
8696,2,3,1,1-equestria,"[u'1', u'Pets', u'211 Equestria 1 Equestria', u'Danielle Gerber']",R 1 285 000,Townhouse in Equestria
8697,2,3,1,30-onida-avenue-val-de-grace,"[u'1', u'Access Gate', u'BIC', u'30 Onida Avenue Val De Grace', u'Mhlalikwana Real Estate', u'Mhlalikwana Real Estate', u'Mhlalikwana Real Estate']",R 1 300 000,House in Silverton
8698,1,2,Access Gate,678-farm,"[u'Access Gate', u'Security Post', u'Patio', u'BIC', u'Pretoria Oss Retirement Village 678 Farm']",R 1 300 000,Apartment in Equestria
8699,2,3,1,49-piet-low-street,"[u'1', u'Pets', u'Alarm', u'Access Gate', u'Elec. Fencing', u'49 Piet Low Street', u'Christene Economou', u'Christene Economou', u'Christene Economou']",R 1 345 000,Townhouse in Die Wilgers
8700,2,3,2,650-furrow-road,"[u'2', u'Pets', u'650 Furrow Road']",R 1 350 000,Townhouse in Equestria
8701,2,3,1,piet-louw-street,"[u'1', u'Access Gate', u'Elec. Fencing', u'BIC', u'15 Palala Piet Louw Street', u'Marietjie Prinsloo']",R 1 365 000,Simplex in Die Wilgers
8702,2,4,2,209-kokkewiet-street,"[u'2', u'Alarm', u'Pool', u'Patio', u'Clubhouse', u'209 Kokkewiet Street']",R 1 370 000,House in Silverton
8703,2,3,2,31-oppiebult-31-plettenberg-street,"[u'2', u'Alarm', u'Pool', u'Paving', u'Pantry', u'31 Oppiebult 31 - Plettenberg Street', u'Christie van Heerden']",R 1 380 000,Townhouse in Faerie Glen
8704,2,3,2,glen-road,"[u'2', u'Access Gate', u'Patio', u'24 Antigua Glen Road', u'Marietjie Prinsloo']",R 1 395 000,House in Equestria
8705,3,3,1,stellanie,"[u'1', u'Pets', u'63 Forest Weaver Stellanie', u'Melain Fourie']",R 1 399 000,Townhouse in Willow Park Manor
8706,2,3,2,1-glen-road,"[u'2', u'Alarm', u'Elec. Fencing', u'Security Post', u'BIC', u'1 Outeniqua 1 Glen Road', u'Marietjie Prinsloo']",R 1 420 000,Townhouse in Equestria
8707,2,3,1,255-albertus-street,"[u'1', u'Pantry', u'Mount Grace 255 Albertus Street', u'Alton Mushazhirwa']",R 1 430 000,Townhouse in La Montagne
8708,2,4,2,179-brenda-road,"[u'2', u'Pool', u'Staff Quarters', u'179 Brenda Road', u'Gunter Dockendorf']",R 1 550 000,House in Murrayfield
8709,2.5,4,2,1060-cura-avenue,"[u'2', u'Pets', u'Staff Quarters', u'1060 Cura Avenue', u'Will Labuschagne']",R 1 600 000,Townhouse in Equestria
8710,2,3,2,421-janine-street,"[u'2', u'Pets', u'Access Gate', u'Elec. Fencing', u'Patio', u'17 Willow Mews 421 Janine Street', u'Heleen Matthee']",R 1 650 000,House in Die Wilgers
8711,2,3,Alarm,319-frangipani-street,"[u'Alarm', u'Garden Cott.', u'Patio', u'1 Ss Lamont 319 Frangipani Street', u'Insolvencies']",R 1 650 000,House in La Montagne
8712,2,3,5 Lemon Tree Apartments 141 Albertus Street,141-albertus-street,"[u'5 Lemon Tree Apartments 141 Albertus Street', u'Erna van Nel']",R 1 100 000,Cluster in La Montagne
8713,2,3,1 Lemon Tree Apartments 141 Albertus Street,141-albertus-street,"[u'1 Lemon Tree Apartments 141 Albertus Street', u'Erna van Nel']",R 1 100 000,Cluster in La Montagne
8714,2,3,6388 Soetdoring Erf 3053 394 Petrick Avenue,394-petrick-avenue,"[u'6388 Soetdoring Erf 3053 394 Petrick Avenue', u'Nelis Bezuidenhout']",R 1 170 000,Townhouse in Faerie Glen
8715,1,3,1,374-alfa,"[u'1', u'Pool', u'374 Alfa']",R 1 175 000,House in Silverton
8716,2,3,1,1-furrow-street,"[u'1', u'Access Gate', u'Elec. Fencing', u'BIC', u'Built-in-Braai', u'20 Outeniqua 1 Furrow Street', u'Mariette Myburgh']",R 1 250 000,Townhouse in Equestria
8717,2,3,2,00-ouklipmuur-avenue,"[u'2', u'Pets', u'Access Gate', u'Intercom', u'Patio', u'00 Zamar Place 00 Ouklipmuur Avenue']",R 1 280 000,Simplex in Equestria
8718,1,3,300 Moreletta Street,300-moreletta-street,[u'300 Moreletta Street'],R 1 280 000,House in Silverton
8719,1,3,2,2000-carinus,"[u'2', u'Pets', u'2000 Carinus']",R 1 280 000,House in Meyerspark
8720,2,3,1,1-equestria,"[u'1', u'Pets', u'211 Equestria 1 Equestria', u'Danielle Gerber']",R 1 285 000,Townhouse in Equestria
8721,2,3,1,30-onida-avenue-val-de-grace,"[u'1', u'Access Gate', u'BIC', u'30 Onida Avenue Val De Grace', u'Mhlalikwana Real Estate', u'Mhlalikwana Real Estate', u'Mhlalikwana Real Estate']",R 1 300 000,House in Silverton
8722,1,2,Access Gate,678-farm,"[u'Access Gate', u'Security Post', u'Patio', u'BIC', u'Pretoria Oss Retirement Village 678 Farm']",R 1 300 000,Apartment in Equestria
8723,2,3,1,49-piet-low-street,"[u'1', u'Pets', u'Alarm', u'Access Gate', u'Elec. Fencing', u'49 Piet Low Street', u'Christene Economou', u'Christene Economou', u'Christene Economou']",R 1 345 000,Townhouse in Die Wilgers
8724,2,3,2,650-furrow-road,"[u'2', u'Pets', u'650 Furrow Road']",R 1 350 000,Townhouse in Equestria
8725,2,3,1,piet-louw-street,"[u'1', u'Access Gate', u'Elec. Fencing', u'BIC', u'15 Palala Piet Louw Street', u'Marietjie Prinsloo']",R 1 365 000,Simplex in Die Wilgers
8726,2,4,2,209-kokkewiet-street,"[u'2', u'Alarm', u'Pool', u'Patio', u'Clubhouse', u'209 Kokkewiet Street']",R 1 370 000,House in Silverton
8727,2,3,2,31-oppiebult-31-plettenberg-street,"[u'2', u'Alarm', u'Pool', u'Paving', u'Pantry', u'31 Oppiebult 31 - Plettenberg Street', u'Christie van Heerden']",R 1 380 000,Townhouse in Faerie Glen
8728,2,3,2,glen-road,"[u'2', u'Access Gate', u'Patio', u'24 Antigua Glen Road', u'Marietjie Prinsloo']",R 1 395 000,House in Equestria
8729,3,3,1,stellanie,"[u'1', u'Pets', u'63 Forest Weaver Stellanie', u'Melain Fourie']",R 1 399 000,Townhouse in Willow Park Manor
8730,2,3,2,1-glen-road,"[u'2', u'Alarm', u'Elec. Fencing', u'Security Post', u'BIC', u'1 Outeniqua 1 Glen Road', u'Marietjie Prinsloo']",R 1 420 000,Townhouse in Equestria
8731,2,3,1,255-albertus-street,"[u'1', u'Pantry', u'Mount Grace 255 Albertus Street', u'Alton Mushazhirwa']",R 1 430 000,Townhouse in La Montagne
8732,2,4,2,179-brenda-road,"[u'2', u'Pool', u'Staff Quarters', u'179 Brenda Road', u'Gunter Dockendorf']",R 1 550 000,House in Murrayfield
8733,2.5,4,2,1060-cura-avenue,"[u'2', u'Pets', u'Staff Quarters', u'1060 Cura Avenue', u'Will Labuschagne']",R 1 600 000,Townhouse in Equestria
8734,2,3,2,421-janine-street,"[u'2', u'Pets', u'Access Gate', u'Elec. Fencing', u'Patio', u'17 Willow Mews 421 Janine Street', u'Heleen Matthee']",R 1 650 000,House in Die Wilgers
8735,2,3,Alarm,319-frangipani-street,"[u'Alarm', u'Garden Cott.', u'Patio', u'1 Ss Lamont 319 Frangipani Street', u'Insolvencies']",R 1 650 000,House in La Montagne
8736,2,3,5 Lemon Tree Apartments 141 Albertus Street,141-albertus-street,"[u'5 Lemon Tree Apartments 141 Albertus Street', u'Erna van Nel']",R 1 100 000,Cluster in La Montagne
8737,2,3,4 Lemon Tree Apartments 141 Albertus Street,141-albertus-street,"[u'4 Lemon Tree Apartments 141 Albertus Street', u'Erna van Nel']",R 1 100 000,Cluster in La Montagne
8738,2,3,6388 Soetdoring Erf 3053 394 Petrick Avenue,394-petrick-avenue,"[u'6388 Soetdoring Erf 3053 394 Petrick Avenue', u'Nelis Bezuidenhout']",R 1 170 000,Townhouse in Faerie Glen
8739,1,3,1,374-alfa,"[u'1', u'Pool', u'374 Alfa']",R 1 175 000,House in Silverton
8740,2,3,1,1-furrow-street,"[u'1', u'Access Gate', u'Elec. Fencing', u'BIC', u'Built-in-Braai', u'20 Outeniqua 1 Furrow Street', u'Mariette Myburgh']",R 1 250 000,Townhouse in Equestria
8741,2,3,2,00-ouklipmuur-avenue,"[u'2', u'Pets', u'Access Gate', u'Intercom', u'Patio', u'00 Zamar Place 00 Ouklipmuur Avenue']",R 1 280 000,Simplex in Equestria
8742,1,3,300 Moreletta Street,300-moreletta-street,[u'300 Moreletta Street'],R 1 280 000,House in Silverton
8743,1,3,2,2000-carinus,"[u'2', u'Pets', u'2000 Carinus']",R 1 280 000,House in Meyerspark
8744,2,3,1,1-equestria,"[u'1', u'Pets', u'211 Equestria 1 Equestria', u'Danielle Gerber']",R 1 285 000,Townhouse in Equestria
8745,2,3,1,30-onida-avenue-val-de-grace,"[u'1', u'Access Gate', u'BIC', u'30 Onida Avenue Val De Grace', u'Mhlalikwana Real Estate', u'Mhlalikwana Real Estate', u'Mhlalikwana Real Estate']",R 1 300 000,House in Silverton
8746,1,2,Access Gate,678-farm,"[u'Access Gate', u'Security Post', u'Patio', u'BIC', u'Pretoria Oss Retirement Village 678 Farm']",R 1 300 000,Apartment in Equestria
8747,2,3,1,49-piet-low-street,"[u'1', u'Pets', u'Alarm', u'Access Gate', u'Elec. Fencing', u'49 Piet Low Street', u'Christene Economou', u'Christene Economou', u'Christene Economou']",R 1 345 000,Townhouse in Die Wilgers
8748,2,3,2,650-furrow-road,"[u'2', u'Pets', u'650 Furrow Road']",R 1 350 000,Townhouse in Equestria
8749,2,3,1,piet-louw-street,"[u'1', u'Access Gate', u'Elec. Fencing', u'BIC', u'15 Palala Piet Louw Street', u'Marietjie Prinsloo']",R 1 365 000,Simplex in Die Wilgers
8750,2,4,2,209-kokkewiet-street,"[u'2', u'Alarm', u'Pool', u'Patio', u'Clubhouse', u'209 Kokkewiet Street']",R 1 370 000,House in Silverton
8751,2,3,2,31-oppiebult-31-plettenberg-street,"[u'2', u'Alarm', u'Pool', u'Paving', u'Pantry', u'31 Oppiebult 31 - Plettenberg Street', u'Christie van Heerden']",R 1 380 000,Townhouse in Faerie Glen
8752,2,3,2,glen-road,"[u'2', u'Access Gate', u'Patio', u'24 Antigua Glen Road', u'Marietjie Prinsloo']",R 1 395 000,House in Equestria
8753,3,3,1,stellanie,"[u'1', u'Pets', u'63 Forest Weaver Stellanie', u'Melain Fourie']",R 1 399 000,Townhouse in Willow Park Manor
8754,2,3,2,1-glen-road,"[u'2', u'Alarm', u'Elec. Fencing', u'Security Post', u'BIC', u'1 Outeniqua 1 Glen Road', u'Marietjie Prinsloo']",R 1 420 000,Townhouse in Equestria
8755,2,3,1,255-albertus-street,"[u'1', u'Pantry', u'Mount Grace 255 Albertus Street', u'Alton Mushazhirwa']",R 1 430 000,Townhouse in La Montagne
8756,2,4,2,179-brenda-road,"[u'2', u'Pool', u'Staff Quarters', u'179 Brenda Road', u'Gunter Dockendorf']",R 1 550 000,House in Murrayfield
8757,2.5,4,2,1060-cura-avenue,"[u'2', u'Pets', u'Staff Quarters', u'1060 Cura Avenue', u'Will Labuschagne']",R 1 600 000,Townhouse in Equestria
8758,2,3,2,421-janine-street,"[u'2', u'Pets', u'Access Gate', u'Elec. Fencing', u'Patio', u'17 Willow Mews 421 Janine Street', u'Heleen Matthee']",R 1 650 000,House in Die Wilgers
8759,2,3,Alarm,319-frangipani-street,"[u'Alarm', u'Garden Cott.', u'Patio', u'1 Ss Lamont 319 Frangipani Street', u'Insolvencies']",R 1 650 000,House in La Montagne
8760,2,3,5 Lemon Tree Apartments 141 Albertus Street,141-albertus-street,"[u'5 Lemon Tree Apartments 141 Albertus Street', u'Erna van Nel']",R 1 100 000,Cluster in La Montagne
8761,2,3,4 Lemon Tree Apartments 141 Albertus Street,141-albertus-street,"[u'4 Lemon Tree Apartments 141 Albertus Street', u'Erna van Nel']",R 1 100 000,Cluster in La Montagne
8762,2,3,6388 Soetdoring Erf 3053 394 Petrick Avenue,394-petrick-avenue,"[u'6388 Soetdoring Erf 3053 394 Petrick Avenue', u'Nelis Bezuidenhout']",R 1 170 000,Townhouse in Faerie Glen
8763,1,3,1,374-alfa,"[u'1', u'Pool', u'374 Alfa']",R 1 175 000,House in Silverton
8764,2,3,1,1-furrow-street,"[u'1', u'Access Gate', u'Elec. Fencing', u'BIC', u'Built-in-Braai', u'20 Outeniqua 1 Furrow Street', u'Mariette Myburgh']",R 1 250 000,Townhouse in Equestria
8765,2,3,2,00-ouklipmuur-avenue,"[u'2', u'Pets', u'Access Gate', u'Intercom', u'Patio', u'00 Zamar Place 00 Ouklipmuur Avenue']",R 1 280 000,Simplex in Equestria
8766,1,3,300 Moreletta Street,300-moreletta-street,[u'300 Moreletta Street'],R 1 280 000,House in Silverton
8767,1,3,2,2000-carinus,"[u'2', u'Pets', u'2000 Carinus']",R 1 280 000,House in Meyerspark
8768,2,3,1,1-equestria,"[u'1', u'Pets', u'211 Equestria 1 Equestria', u'Danielle Gerber']",R 1 285 000,Townhouse in Equestria
8769,2,3,1,30-onida-avenue-val-de-grace,"[u'1', u'Access Gate', u'BIC', u'30 Onida Avenue Val De Grace', u'Mhlalikwana Real Estate', u'Mhlalikwana Real Estate', u'Mhlalikwana Real Estate']",R 1 300 000,House in Silverton
8770,1,2,Access Gate,678-farm,"[u'Access Gate', u'Security Post', u'Patio', u'BIC', u'Pretoria Oss Retirement Village 678 Farm']",R 1 300 000,Apartment in Equestria
8771,2,3,1,49-piet-low-street,"[u'1', u'Pets', u'Alarm', u'Access Gate', u'Elec. Fencing', u'49 Piet Low Street', u'Christene Economou', u'Christene Economou', u'Christene Economou']",R 1 345 000,Townhouse in Die Wilgers
8772,2,3,2,650-furrow-road,"[u'2', u'Pets', u'650 Furrow Road']",R 1 350 000,Townhouse in Equestria
8773,2,3,1,piet-louw-street,"[u'1', u'Access Gate', u'Elec. Fencing', u'BIC', u'15 Palala Piet Louw Street', u'Marietjie Prinsloo']",R 1 365 000,Simplex in Die Wilgers
8774,2,4,2,209-kokkewiet-street,"[u'2', u'Alarm', u'Pool', u'Patio', u'Clubhouse', u'209 Kokkewiet Street']",R 1 370 000,House in Silverton
8775,2,3,2,31-oppiebult-31-plettenberg-street,"[u'2', u'Alarm', u'Pool', u'Paving', u'Pantry', u'31 Oppiebult 31 - Plettenberg Street', u'Christie van Heerden']",R 1 380 000,Townhouse in Faerie Glen
8776,2,3,2,glen-road,"[u'2', u'Access Gate', u'Patio', u'24 Antigua Glen Road', u'Marietjie Prinsloo']",R 1 395 000,House in Equestria
8777,3,3,1,stellanie,"[u'1', u'Pets', u'63 Forest Weaver Stellanie', u'Melain Fourie']",R 1 399 000,Townhouse in Willow Park Manor
8778,2,3,2,1-glen-road,"[u'2', u'Alarm', u'Elec. Fencing', u'Security Post', u'BIC', u'1 Outeniqua 1 Glen Road', u'Marietjie Prinsloo']",R 1 420 000,Townhouse in Equestria
8779,2,3,1,255-albertus-street,"[u'1', u'Pantry', u'Mount Grace 255 Albertus Street', u'Alton Mushazhirwa']",R 1 430 000,Townhouse in La Montagne
8780,2,4,2,179-brenda-road,"[u'2', u'Pool', u'Staff Quarters', u'179 Brenda Road', u'Gunter Dockendorf']",R 1 550 000,House in Murrayfield
8781,2.5,4,2,1060-cura-avenue,"[u'2', u'Pets', u'Staff Quarters', u'1060 Cura Avenue', u'Will Labuschagne']",R 1 600 000,Townhouse in Equestria
8782,2,3,2,421-janine-street,"[u'2', u'Pets', u'Access Gate', u'Elec. Fencing', u'Patio', u'17 Willow Mews 421 Janine Street', u'Heleen Matthee']",R 1 650 000,House in Die Wilgers
8783,2,3,Alarm,319-frangipani-street,"[u'Alarm', u'Garden Cott.', u'Patio', u'1 Ss Lamont 319 Frangipani Street', u'Insolvencies']",R 1 650 000,House in La Montagne
